ranking,dane_code,city,department,school,sector,calendar,Matriculados,Publicados,puesto_saber_11,promedio_puntaje_global_saber_11,desviacion_general,isce_media,isce_secundaria,isce_primaria,saber_9_general,saber_5_general,saber_3_general,formula_1,formula_2,formula_3,total
2153,305154001463,CAUCASIA,ANTIOQUIA,COLEGIO LA INMACULADA,Privado,A,14,14,784,309,41,7.482.116.222,7.431.377.888,6.055.817.127,321.5,300.5,310,62.05,69.90,88.29,73.41
2154,311001017492,BOGOTÁ D.C.,BOGOTÁ D.C.,CENT ESTUDIOS PSICOPEDAG,Privado,A,4,3,373,328,58,0,0,0,0,0,0,65.60,0.00,81.22,73.41
2155,168121000031,CABRERA,SANTANDER,COLEGIO  INTEGRADO DE CABRERA,Oficial,A,14,14,1241,294,31,7.937.250.137,6.027.133.465,5.938.765.526,342.5,345,286,63.38,66.34,90.46,73.39
2156,354001003042,CÚCUTA,NORTE DE SANTANDER,INST ADVENTISTA DE CUCUTA,Privado,A,43,43,1523,289,49,7.831.280.231,6.099.695.683,5.965.292.454,355,344,379,68.35,66.32,85.50,73.39
2157,270429060254,MAJAGUAL,SUCRE,INST EDUC EL PALOMAR,Oficial,A,13,13,8612,210,33,0,7.372.982.502,7.647.291.183,282.5,318.5,362,58.65,75.10,86.42,73.39
2158,152573000093,PUERRES,NARIÑO,INSTITUCION EDUCATIVA JUAN XXIII,Oficial,A,73,66,1723,284,36,7.659.165.859,7.616.270.542,5.763.916.969,337.5,303.5,322,62.35,70.13,87.67,73.38
2159,150001001266,VILLAVICENCIO,META,INSTITUCION EDUCATIVA INSTITUTO FRANCISCO JOSE DE CALDAS,Oficial,A,174,170,1644,286,41,789.208.889,7.396.947.384,512.678.957,349,339,324.5,64.93,68.05,87.17,73.38
2160,325307000055,GIRARDOT,CUNDINAMARCA,COL AMERICANO,Privado,A,90,90,1899,281,48,7.669.955.254,58.570.261,7.064.865.589,336,350,355,66.10,68.64,85.41,73.38
2161,225181000149,CHOACHÍ,CUNDINAMARCA,INSTITUCION EDUCATIVA DEPARTAMENTAL EL HATO,Oficial,A,27,27,3846,259,42,7.432.861.805,6.193.874.836,7.667.840.958,323,341.5,338.5,63.10,70.98,86.05,73.38
2162,276109005814,BUENAVENTURA,VALLE,COLEGIO NAVAL MALAGA,Oficial,A,13,13,2287,275,41,7.771.591.187,7.427.222.729,6.739.517.212,305.5,314.5,304.5,59.98,73.13,87.03,73.38
2163,176111000469,GUADALAJARA DE BUGA,VALLE,IE NARCISO CABAL SALCEDO,Oficial,A,88,88,1387,291,34,7.379.731.178,7.279.874.325,5.526.912.212,325.5,326,323.5,63.30,67.29,89.54,73.38
2164,311001109524,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO INGLATERRA REAL DE CHAPINERO,Privado,A,18,17,2214,276,40,7.706.016.541,5.779.913.425,0,349,343,353,66.05,67.43,86.64,73.37
2165,376834003449,TULUÁ,VALLE,ACADEMIA ACADEMIA SAM,Privado,A,12,12,2913,267,36,0,0,0,301,306.5,298,58.63,0.00,88.12,73.37
2166,173283000020,FRESNO,TOLIMA,INSTITUCION EDUCATIVA TECNICA NIÑA MARIA,Oficial,A,62,62,2200,276,38,7.542.366.505,5.644.337.654,7.486.079.216,332,332.5,325.5,63.30,68.91,87.90,73.37
2167,311001109257,BOGOTÁ D.C.,BOGOTÁ D.C.,GIMNASIO MONTREAL,Privado,A,47,45,1585,287,38,7.740.904.331,0,5.228.096.485,341,368,352.5,67.43,64.85,87.81,73.36
2168,311001026009,BOGOTÁ D.C.,BOGOTÁ D.C.,COL EL ESCORIAL,Privado,A,23,21,4005,257,34,7.511.620.522,6.331.480.026,0,318,324.5,371.5,63.55,69.22,87.30,73.36
2169,125873000209,VILLAPINZÓN,CUNDINAMARCA,I.E.D. ESCUELA NORMAL SUPERIOR MARIA AUXILIADORA,Oficial,A,158,150,3483,262,38,7.385.822.773,733.620.739,4.799.577.713,339.5,386.5,378,68.30,65.07,86.69,73.35
2170,476364002569,JAMUNDÍ,VALLE,COLEGIO ALEJANDRIA,Privado,A,13,3,847,307,56,0,0,0,392.5,380,400.5,74.00,0.00,72.71,73.35
2171,241530000394,PALESTINA,HUILA,IE ESPERANZA,Oficial,A,15,15,4423,254,44,7.411.019.325,5.980.986.595,7.818.089.485,331.5,376.5,320,64.10,70.70,85.23,73.35
2172,125386000295,LA MESA,CUNDINAMARCA,INSTITUCION EDUCATIVA DEPTAL FRANCISCO JULIAN OLAYA,Oficial,A,127,127,2130,277,38,7.639.707.088,7.467.492.104,5.748.869.896,342,328,304.5,62.58,69.52,87.94,73.34
2173,311001005168,BOGOTÁ D.C.,BOGOTÁ D.C.,INST SUP COOPERATIVO,Privado,A,31,31,2417,273,40,7.672.979.355,7.492.308.617,5.087.895.393,344.5,338,350.5,65.30,67.51,87.22,73.34
2174,305088000639,BELLO,ANTIOQUIA,COL PARROQUIAL NUESTRA SEÑORA DE CHIQUINQUIRA,Privado,A,124,124,1728,284,38,7.660.687.923,5.829.698.086,6.724.205.494,325.5,348,331.5,64.45,67.38,88.20,73.34
2175,252083000154,BELÉN,NARIÑO,INSTITUCION EDUCATIVA AGROAMBIENTAL SANTA ROSA,Oficial,A,9,8,5125,248,36,781.635.046,0,0,279.5,268,323.5,55.95,78.16,85.92,73.34
2176,313468001487,MOMPÓS,BOLIVAR,COL SANTA CRUZ DE MOMPOS,Privado,A,17,17,1469,290,44,8.152.458.191,6.036.649.227,6.237.723.351,341,339.5,331.5,65.10,68.09,86.83,73.34
2177,363001003593,SALENTO,QUINDIO,FACE,Privado,A,4,4,1763,284,58,0,0,0,332.5,309,347,63.63,0.00,83.04,73.33
2178,311001045437,BOGOTÁ D.C.,BOGOTÁ D.C.,COL INTEGRAL AVANCEMOS,Privado,A,39,37,3962,258,43,7.540.301.323,579.858.017,6.374.222.279,328,369,431,69.30,65.71,84.98,73.33
2179,276100000704,BOLÍVAR,VALLE,IE BETANIA,Oficial,A,5,4,5893,241,27,0,0,0,285.5,317.5,330.5,58.73,0.00,87.91,73.32
2180,325430000876,MADRID,CUNDINAMARCA,COLEGIO TECNICO SANTO TOMAS,Privado,A,59,58,3372,263,39,7.625.192.165,5.866.732.121,7.009.011.269,335.5,350,346,64.73,68.34,86.87,73.31
2181,215804000395,TIBANÁ,BOYACA,IE ANDRES ROMERO AREVALO,Oficial,A,16,16,1911,280,29,0,0,0,0,0,0,56.00,0.00,90.61,73.31
2182,311279000451,BOGOTÁ D.C.,BOGOTÁ D.C.,GIMN LOS ANGELES,Privado,A,30,27,2450,273,46,7.503.313.065,7.457.341.194,0,331.5,294,321,60.98,74.80,84.14,73.31
2183,320238000674,EL COPEY,CESAR,INSTITUCION EDUCATIVA MARIA MONTESORI,Privado,A,25,24,2579,271,41,8.026.386.261,7.693.448.067,6.196.075.439,312,340.5,287,60.53,73.05,86.33,73.30
2184,263548000298,PIJAO,QUINDIO,LUIS GRANADA MEJIA,Oficial,A,20,19,1918,280,33,6.985.711.098,6.239.716.053,0,323,352,342,64.85,66.13,88.93,73.30
2185,105376000113,LA CEJA,ANTIOQUIA,I. E. MONSEÑOR ALFONSO URIBE JARAMILLO,Oficial,A,91,88,2456,273,48,7.532.428.265,7.463.538.647,7.082.996.368,320,325.5,316.5,61.75,73.60,84.55,73.30
2186,319001000451,POPAYÁN,CAUCA,INSTITUTO MELVIN JONES,Privado,B,40,40,1879,281,38,4.534.697.056,7.434.638.023,7.389.661.789,348,346,370.5,67.28,64.53,88.09,73.30
2187,115104000128,BOYACÁ,BOYACA,I.E. DE BOYACA,Oficial,A,31,31,2731,269,37,7.655.892.372,7.345.509.529,5.892.213.345,316.5,349.5,311.5,62.33,69.65,87.91,73.29
2188,225772000024,SUESCA,CUNDINAMARCA,INSTITUCION EDUCATIVA DEPARTAMENTAL PABLO VI,Oficial,A,12,12,2462,272,25,7.156.203.747,5.989.551.067,6.168.998.241,308,340,358,63.90,64.38,91.58,73.29
2189,319001004782,POPAYÁN,CAUCA,ACADEMIA MILITAR GUSTAVO MATAMOROS D COSTA,Privado,A,15,13,6034,240,34,7.544.654.846,7.420.481.205,0,306,312.5,323.5,59.10,74.83,85.94,73.29
2190,311001000514,BOGOTÁ D.C.,BOGOTÁ D.C.,NUEVO COL LUSADI,Privado,A,32,32,2643,270,39,6.016.540.527,7.512.228.966,6.933.660.507,355.5,326,333.5,64.25,68.21,87.38,73.28
2191,325754003606,SOACHA,CUNDINAMARCA,INSTITUTO DE INVESTIGACION AMBIENTAL JOAQUIN MONTOYA,Privado,A,63,61,4981,249,35,5.894.922.733,739.951.992,8.140.714.645,0,362,0,61.10,71.45,87.28,73.28
2192,363001002037,ARMENIA,QUINDIO,MARCELINO CHAMPAGNAT,Oficial,A,114,114,2024,279,45,7.392.513.275,7.628.403.664,605.314.064,333,327,330.5,63.48,70.25,86.11,73.28
2193,285010000259,AGUAZUL,CASANARE,I.E. CUPIAGUA,Oficial,A,20,20,4117,256,35,7.328.170.776,7.253.314.972,6.983.951.569,320.5,312,311,59.98,71.88,87.97,73.28
2194,376364002343,JAMUNDÍ,VALLE,COL COMFANDI TERRANOVA,Privado,B,20,20,1047,300,42,4.729.138.374,7.753.556.252,7.582.100.868,352,316.5,336,65.23,66.88,87.72,73.28
2195,305088000272,BELLO,ANTIOQUIA,COL MANO AMIGA,Privado,A,41,41,1880,281,39,7.615.831.852,5.967.565.536,7.134.721.756,335.5,306,336.5,62.95,69.06,87.81,73.27
2196,250006000203,ACACÍAS,META,IE SANTA TERESITA,Oficial,A,43,39,2330,274,35,7.287.297.249,5.196.908.474,7.922.450.542,279,354,376.5,64.18,68.02,87.62,73.27
2197,152001006589,PASTO,NARIÑO,I.E.M. CIUDADELA DE PAZ,Oficial,A,41,39,5467,245,34,0,0,0,300.5,304.5,336.5,59.33,0.00,87.22,73.27
2198,227615000048,CARMEN DEL DARIÉN,CHOCO,CE PRIMITIVO PALACIOS,Oficial,A,9,7,7464,226,25,0,0,7.163.941.383,297.5,324,359.5,60.35,71.64,87.83,73.27
2199,305360001704,ITAGÜÍ,ANTIOQUIA,INSTITUCION MARIA REINA,Privado,A,25,23,2056,278,37,7.856.923.103,5.991.297.245,7.001.732.349,329,333.5,319.5,63.00,69.50,87.31,73.27
2200,476248000478,EL CERRITO,VALLE,INST TEC CIAL E INDUSTRIAL PROVIDENCIA,Privado,B,73,72,1520,289,46,4.602.348.328,7.808.346.748,7.244.534.016,365.5,346,363.5,68.20,65.52,86.08,73.27
2201,252693000580,SAN PABLO,NARIÑO,INSTITUCION EDUCATIVA TECNICA MANUEL BRICEÑO,Oficial,A,20,19,3323,264,46,7.495.647.907,7.329.907.417,0,320.5,308.5,332,61.25,74.13,84.42,73.27
2202,325290001842,FUSAGASUGÁ,CUNDINAMARCA,GIMN CAMP DE FUSAGASUGA,Privado,A,16,16,1323,293,51,4.750.891.209,7.635.346.413,7.298.560.143,364.5,366.5,356,69.00,65.62,85.17,73.26
2203,376248000511,EL CERRITO,VALLE,INSTITUCION EDUCATIVA COLEGIO CENTRAL,Privado,A,12,12,1741,284,41,7.595.606.327,6.037.542.343,6.028.782.845,384.5,335.5,333,66.85,65.54,87.38,73.26
2204,141518000023,PAICOL,HUILA,IE LUIS EDGAR DURAN RAMIREZ,Oficial,A,49,47,2412,273,38,7.370.323.181,7.080.636.024,6.867.836.475,301.5,320,334,61.43,71.06,87.28,73.26
2205,325758000075,SOPÓ,CUNDINAMARCA,COL COOPERATIVO DE SOPO,Privado,A,26,25,2026,279,45,780.291.605,7.414.046.288,5.140.997.887,347.5,353.5,346.5,66.33,67.86,85.58,73.25
2206,311001107637,BOGOTÁ D.C.,BOGOTÁ D.C.,INST CIAL LORETO,Privado,A,32,32,1826,282,38,7.486.011.505,6.510.149.002,0,334.5,0,0,61.65,69.98,88.13,73.25
2207,115759001895,SOGAMOSO,BOYACA,INSTITUCION EDUCATIVA TECNICO DE BELLAS ARTES,Oficial,A,27,27,1614,286,31,7.574.244.022,7.422.097.206,5.069.058.418,340.5,322,304.5,62.65,66.88,90.22,73.25
2208,311001087121,BOGOTÁ D.C.,BOGOTÁ D.C.,COL PARROQ DE LOS SANTOS APOSTOLES,Privado,A,58,58,2132,277,38,7.651.720.047,5.695.735.931,6.930.457.592,341,338.5,328,64.23,67.59,87.94,73.25
2209,366001002800,PEREIRA,RISARALDA,COL SAN JOSE,Privado,A,24,24,1430,290,34,796.535.778,5.841.733.932,5.279.901.028,362.5,340.5,339.5,66.63,63.62,89.51,73.25
2210,311001033838,BOGOTÁ D.C.,BOGOTÁ D.C.,LICEO TÉCNICO BILINGÜE PAULO FREIRE,Privado,A,15,15,3978,258,46,4.454.957.485,7.645.173.073,0,361,439,429.5,74.38,60.50,84.87,73.25
2211,115001000430,TUNJA,BOYACA,ESCUELA NORMAL SUPERIOR SANTIAGO DE TUNJA,Oficial,A,202,201,1544,288,38,7.536.491.394,7.447.472.095,5.178.290.367,341,339,317,64.25,67.21,88.29,73.25
2212,347001003992,SANTA MARTA,MAGDALENA,COLEGIO DIVINO JESUS,Privado,A,31,31,2515,272,44,7.924.207.687,6.450.441.837,7.122.819.901,318,323,327,62.00,71.66,86.08,73.24
2213,105001026671,MEDELLÍN,ANTIOQUIA,INST EDUC SAN NICOLAS,Oficial,A,19,19,3025,266,36,0,0,0,316.5,295,290.5,58.40,0.00,88.08,73.24
2214,115759000473,SOGAMOSO,BOYACA,INSTITUCION EDUCATIVA LOS LIBERTADORES,Oficial,A,70,70,2536,271,35,7.526.087.761,7.453.469.753,5.536.043.167,327.5,342,314.5,62.75,68.39,88.56,73.23
2215,286569000310,PUERTO CAICEDO,PUTUMAYO,CEPBIN KWE SX UMA KIWE,Privado,A,6,5,7633,224,24,0,0,0,278.5,302.5,350,57.75,0.00,88.71,73.23
2216,150313000097,GRANADA,META,IE VALENTIN GARCIA,Oficial,A,53,52,2803,268,30,7.228.610.039,7.145.279.408,5.805.116.177,320,339.5,325.5,62.65,67.26,89.74,73.22
2217,308001074681,BARRANQUILLA,ATLANTICO,COLEGIO SANTA CECILIA,Privado,A,26,23,6067,240,39,7.475.967.884,6.497.346.401,0,383.5,366,318,65.38,69.87,84.41,73.22
2218,250245000584,EL CALVARIO,META,IE SIMON BOLIVAR,Oficial,A,15,15,4737,251,38,4.459.648.609,7.277.624.607,8.141.810.417,326,358,395.5,66.53,66.26,86.85,73.21
2219,311001036217,BOGOTÁ D.C.,BOGOTÁ D.C.,LIC MODERNO WALT WHITMAN,Privado,A,70,70,2776,269,44,7.587.143.898,7.407.864.094,5.979.383.945,340,339,327.5,63.78,69.91,85.94,73.21
2220,252215000035,CÓRDOBA,NARIÑO,INSTITUCION EDUCATIVA TECNICA AGROECOLOGICA DEL RESGUARDO DE MALES,Oficial,A,14,11,2715,269,34,746.689.415,7.139.492.512,0,315.5,327,293,60.23,73.03,86.37,73.21
2221,268179000175,CHIPATÁ,SANTANDER,INSTITUCION EDUCATIVA TIERRA NEGRA,Oficial,A,14,14,2614,270,31,7.475.817.204,7.314.425.468,5.161.069.393,335,323.5,340,63.43,66.50,89.70,73.21
2222,166001003505,PEREIRA,RISARALDA,IE LUIS CARLOS GONZALEZ,Oficial,A,85,83,1873,281,37,7.540.971.756,7.301.170.349,5.768.257.141,322,324.5,329,62.83,68.70,88.09,73.21
2223,154001010449,CÚCUTA,NORTE DE SANTANDER,I.E. MISAEL PASTRANA BORRERO,Oficial,A,67,66,3607,261,42,0,0,0,318,323.5,307,60.48,0.00,85.93,73.20
2224,105001001635,MEDELLÍN,ANTIOQUIA,INST EDUC YERMO Y PARRES,Oficial,A,127,127,1538,288,35,7.552.593.231,7.260.684.967,5.876.694.679,324.5,307,310,61.48,68.97,89.16,73.20
2225,123001000157,MONTERÍA,CORDOBA,INSTITUCION EDUCATIVA NORMAL SUPERIOR,Oficial,A,143,139,1885,281,42,743.277.216,7.433.160.305,6.710.358.143,322.5,316,301.5,61.05,71.92,86.63,73.20
2226,115097000036,BOAVITA,BOYACA,I.E. TECNICA Y ACADEMICA NUESTRA SEÑORA DEL ROSARIO,Oficial,A,34,33,2431,273,41,7.801.851.273,7.363.432.884,5.967.178.345,312,337,330,62.60,70.44,86.56,73.20
2227,105088000389,BELLO,ANTIOQUIA,IE SANTA CATALINA,Oficial,A,68,65,1883,281,41,7.181.613.445,7.876.080.513,5.954.802.513,342,335.5,298.5,62.85,70.04,86.71,73.20
2228,305088002348,BELLO,ANTIOQUIA,I.E. EL ROSARIO DE BELLO,Privado,A,33,33,1660,286,48,76.550.951,5.995.961.189,6.634.242.535,353.5,341,346.5,66.35,67.62,85.63,73.20
2229,315621000218,RONDÓN,BOYACA,I.E.T. AGROPECUARIA SAN RAFAEL,Oficial,A,18,18,4148,256,39,7.716.380.119,6.037.799.358,7.539.884.567,316.5,336.5,327.5,61.83,70.98,86.78,73.19
2230,376001031465,CALI,VALLE,INSTITUTO PEDAGOGICO EMANUEL,Privado,A,4,4,5433,246,46,7.673.637.867,7.723.298.073,0,322.5,302.5,296,58.35,76.98,84.25,73.19
2231,305001022461,MEDELLÍN,ANTIOQUIA,COL GENTE UNIDA JOVENES POR LA PAZ - LUZ DE ORIENTE,Privado,A,10,10,2719,269,35,0,0,0,301.5,285,302.5,57.90,0.00,88.49,73.19
2232,154498001928,OCAÑA,NORTE DE SANTANDER,COL FRANCISCO FERNANDEZ DE CONTRERAS,Oficial,A,168,165,1303,293,37,7.920.902.252,7.296.072.483,5.515.105.247,327.5,317.5,299.5,61.88,69.11,88.59,73.19
2233,311001030243,BOGOTÁ D.C.,BOGOTÁ D.C.,LIC DE APLICACION PSICOPEDAGOGICO,Privado,A,5,5,1524,289,58,7.871.754.646,0,0,378,484,0,57.55,78.72,83.29,73.18
2234,311001093121,BOGOTÁ D.C.,BOGOTÁ D.C.,LIC LA NUEVA ESTANCIA DE SUBA,Privado,A,83,83,3186,265,45,744.355.917,5.973.155.499,7.707.615.852,325,321.5,361.5,63.65,70.41,85.48,73.18
2235,168276002404,FLORIDABLANCA,SANTANDER,INSTITUTO COMUNITARIO MINCA,Oficial,A,67,67,1870,281,37,7.511.880.875,7.223.605.156,5.823.919.773,332,336.5,303.5,62.65,68.53,88.36,73.18
2236,168211000161,CONTRATACIÓN,SANTANDER,INSTITUTO TECNICO INDUSTRIAL SAN JUAN BOSCO,Oficial,A,30,30,1978,279,31,7.470.094.204,7.175.622.463,494.992.733,353,340.5,312,64.23,65.32,90.00,73.18
2237,308001010519,BARRANQUILLA,ATLANTICO,COLEGIO MIXTO LA ESPERANZA,Privado,A,7,7,5968,241,42,0,0,6.866.643.906,333.5,368.5,371,65.70,68.67,85.16,73.18
2238,341298000751,GARZÓN,HUILA,GIMNASIO MINUTO DE DIOS,Privado,A,28,28,2138,277,39,7.950.842.857,5.826.915.741,583.189.106,357.5,352.5,343,66.50,65.37,87.66,73.17
2239,311848004311,BOGOTÁ D.C.,BOGOTÁ D.C.,COL GIOVANNI PASCOLI (ANTIGUO COL NSTRA SRA DE LOS DOLORES),Privado,A,31,30,1992,279,37,776.693.964,7.387.202.263,5.772.376.537,317.5,320.5,320,61.85,69.76,87.91,73.17
2240,317174000526,CHINCHINÁ,CALDAS,COLEGIO LOS ANDES,Privado,A,14,12,2772,269,43,7.893.004.417,6.985.480.309,0,328.5,297,323,60.88,74.39,84.25,73.17
2241,352207000021,CONSACÁ,NARIÑO,INSTITUCION EDUCATIVA LOS LIBERTADORES,Oficial,A,53,51,2318,274,32,7.806.577.682,7.403.091.431,5.847.928.047,312,307.5,309,60.13,70.19,89.15,73.15
2242,376109001350,BUENAVENTURA,VALLE,COLEGIO NAVAL JOSE PRUDENCIO PADILLA,Privado,A,20,20,1658,286,47,7.472.267.628,6.785.536.766,5.992.913.723,336.5,351,347.5,66.05,67.50,85.89,73.15
2243,115516000025,PAIPA,BOYACA,I.E. ARMANDO SOLANO,Oficial,A,104,95,2336,274,36,7.422.637.939,7.182.468.891,6.080.858.707,316,348.5,323.5,63.10,68.95,87.38,73.15
2244,325754004581,SOACHA,CUNDINAMARCA,COLEGIO PEDAGOGICO SAGRADA SABIDURIA,Privado,A,9,8,4509,253,39,7.669.909.477,5.663.341.999,6.774.348.259,371,328,393,67.25,67.03,85.16,73.15
2245,252683000085,SANDONÁ,NARIÑO,INSTITUCION EDUCATIVA  JESUS DE PRAGA,Oficial,A,16,14,5906,241,32,7.312.986.851,7.354.802.132,0,337,275.5,332,59.28,73.34,86.81,73.14
2246,105001001848,MEDELLÍN,ANTIOQUIA,INST EDUC SOR JUANA INES DE LA CRUZ,Oficial,A,66,66,1335,292,34,7.453.165.054,5.667.268.753,6.733.003.139,331.5,325.5,324,63.65,66.18,89.57,73.13
2247,344078001422,BARRANCAS,GUAJIRA,GIMNACIO BILINGÜE MODERNO,Privado,A,18,17,5430,246,45,0,0,0,316,384,305.5,62.58,0.00,83.68,73.13
2248,373001000153,IBAGUÉ,TOLIMA,COL  AMERICANO DE IBAGUE,Privado,A,24,24,1505,289,41,7.606.924.534,5.882.661.343,0,317,337,344,64.35,67.45,87.58,73.12
2249,311001009236,BOGOTÁ D.C.,BOGOTÁ D.C.,ESC NORMAL SUPERIOR NSTRA SRA DE LA PAZ,Privado,A,62,61,1564,288,45,7.728.815.556,7.567.854.404,5.027.974.129,344,333,342,65.35,67.75,86.27,73.12
2250,141551000381,PITALITO,HUILA,I.E. MUNICIPAL LICEO SUR ANDINO,Oficial,A,76,74,1167,296,34,7.764.582.157,7.144.805.908,5.028.439.045,341,312.5,320,63.48,66.46,89.43,73.12
2251,344001000382,RIOHACHA,GUAJIRA,SAGRADA FAMILIA,Oficial,A,39,39,2323,274,34,7.547.463.417,580.618.906,6.774.608.612,323,326.5,342,63.28,67.09,88.96,73.11
2252,311001047839,BOGOTÁ D.C.,BOGOTÁ D.C.,CENT EDUC WILFREDO LEHNER,Privado,A,32,32,5720,243,38,7.493.843.079,0,0,290.5,313,311.5,57.90,74.94,86.48,73.11
2253,376001029436,CALI,VALLE,COL FE Y ESPERANZA MISION PANAMERICANA,Privado,A,6,6,4707,251,31,7.176.217.556,7.116.984.844,0,301,310.5,314,58.83,71.47,89.01,73.10
2254,152001001064,PASTO,NARIÑO,I.E.M. TECNICO INDUSTRIAL,Oficial,A,212,210,2154,277,42,742.761.755,7.336.654.663,6.537.512.302,323.5,319.5,311.5,61.58,71.01,86.71,73.10
2255,125899000762,ZIPAQUIRÁ,CUNDINAMARCA,I.E.M. SANTIAGO PEREZ,Oficial,A,161,160,1725,284,37,7.412.586.212,7.269.710.541,5.724.226.952,336.5,341,295.5,62.85,68.02,88.40,73.09
2256,311001098026,BOGOTÁ D.C.,BOGOTÁ D.C.,GIMN BOSQUES DEL NOGAL,Privado,A,18,17,2532,271,33,7.750.087.261,7.463.878.155,5.200.037.956,322,347,313.5,62.68,68.05,88.54,73.09
2257,325286000149,FUNZA,CUNDINAMARCA,I E SANTA ANA,Privado,A,74,74,2352,274,40,7.718.127.251,7.360.020.161,6.207.068.443,330,321,296,61.05,70.95,87.26,73.09
2258,425053000402,ARBELÁEZ,CUNDINAMARCA,INSTITUCION EDUCATIVA DEPARTAMENTAL KIRPALAMAR,Oficial,A,25,25,1256,294,38,7.609.089.851,7.523.495.674,5.088.438.511,346,316,310,63.30,67.40,88.55,73.09
2259,311001091315,BOGOTÁ D.C.,BOGOTÁ D.C.,COL REINA DE GALES,Privado,A,14,13,3532,262,50,698.486.948,7.315.196.991,0,353.5,342.5,340.5,64.93,71.50,82.83,73.09
2260,311001097569,BOGOTÁ D.C.,BOGOTÁ D.C.,LIC LATINOAMERICANO DEL SUR,Privado,A,35,34,3490,262,39,7.636.478.424,7.633.248.329,5.882.633.209,342,324.5,312.5,62.05,70.51,86.67,73.08
2261,283001000103,FLORENCIA,CAQUETA,INSTITUCION EDUCATIVA VILLA HERMOSA 2,Privado,A,6,6,7814,222,34,0,0,0,315.5,327,324,59.43,0.00,86.72,73.07
2262,152083000613,BELÉN,NARIÑO,INSTITUCION EDUCATIVA NUESTRA SEÑORA DE BELEN,Oficial,A,38,38,2110,278,52,8.139.837.265,597.772.646,7.473.896.503,333.5,338.5,310,63.00,71.97,84.24,73.07
2263,319001002372,POPAYÁN,CAUCA,CENT EDUCATIVO DEL NORTE LA MERCED,Privado,A,14,12,3204,264,25,7.448.913.097,0,0,282,0,0,54.60,74.49,90.11,73.07
2264,176001007166,CALI,VALLE,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL JOSE MARIA CARBONELL,Oficial,A,128,128,1168,296,35,7.678.322.792,5.926.793.098,5.834.852.695,350.5,326.5,326.5,64.98,64.80,89.43,73.07
2265,215092000041,BETÉITIVA,BOYACA,I.E.T. NUESTRA SEÑORA DE LA O,Oficial,A,12,12,5331,247,49,7.334.280.968,0,0,327,362.5,311.5,62.40,73.34,83.45,73.06
2266,305266000541,ENVIGADO,ANTIOQUIA,COLEGIO LA SALLE ENVIGADO,Privado,A,116,116,947,303,40,7.904.839.039,4.416.435.719,6.103.145.123,362,351.5,372,69.43,61.41,88.34,73.06
2267,347001005162,SANTA MARTA,MAGDALENA,COLEGIO BILINGUE ELISA DIAZGRANADOS ,Privado,A,12,12,649,314,54,0,0,6.416.308.403,363.5,367,348.5,69.65,64.16,85.33,73.05
2268,315187000069,CHIVATÁ,BOYACA,I.E. AGROPECUARIO,Oficial,A,43,41,3888,258,35,7.312.446.117,7.218.947.411,6.358.082.294,315.5,323,343.5,62.00,69.63,87.50,73.04
2269,325754004050,SOACHA,CUNDINAMARCA,INSTITUTO TECNICO GRANCOLOMBIANO,Privado,A,10,8,4092,257,57,7.846.229.553,0,0,321.5,311.5,359,62.45,78.46,78.22,73.04
2270,115162000120,CERINZA,BOYACA,I.E. DE CERINZA,Oficial,A,46,43,2905,267,34,7.561.078.072,7.215.026.379,5.809.688.091,346.5,328,309,62.53,68.62,87.97,73.04
2271,315362000093,IZA,BOYACA,I.E.T. SERGIO CAMARGO,Oficial,A,11,11,1239,294,29,7.431.611.538,581.120.491,5.945.099.354,341,329.5,318,64.13,63.96,91.02,73.04
2272,168861000794,VÉLEZ,SANTANDER,COLEGIO UNIVERSITARIO,Oficial,A,99,93,2588,271,42,7.574.933.052,5.587.577.343,8.402.794.838,322.5,314.5,321,61.45,71.88,85.77,73.03
2273,105318000278,GUARNE,ANTIOQUIA,I. E. INMACULADA CONCEPCION,Oficial,A,85,84,1781,283,38,7.913.709.641,5.906.609.535,5.874.414.444,351.5,339.5,334.5,65.43,65.65,88.02,73.03
2274,217616000372,SAN JOSÉ,CALDAS,INSTITUCION EDUCATIVA SANTA TERESITA,Oficial,A,46,45,4476,253,35,7.621.258.259,7.391.696.453,5.898.852.825,324,319,340,61.80,69.71,87.58,73.03
2275,127001000225,QUIBDÓ,CHOCO,IE FEM DE ENSEÑANZA MEDIA,Oficial,A,208,208,3356,263,38,7.508.246.899,6.187.632.084,6.975.593.567,317.5,340.5,335,62.80,68.90,87.38,73.03
2276,108001003700,BARRANQUILLA,ATLANTICO,INST. DIST. DE EDUC. ARTE Y CULTURA ALEJANDRO OBREGON  (ANT. C.E.B.# 153),Oficial,A,36,35,4417,254,43,7.611.715.794,729.340.601,5.737.969.875,325,406,318,65.15,68.81,85.12,73.03
2277,225126000091,CAJICÁ,CUNDINAMARCA,INSTITUCION EDUCATVA DEPARTAMENTAL  PABLO HERRERA,Oficial,A,67,62,2721,269,35,7.506.245.136,7.310.417.175,5.954.046.726,337.5,329.5,308,62.20,69.24,87.63,73.02
2278,105631000106,SABANETA,ANTIOQUIA,I. E.  MARIA MEDIADORA,Oficial,A,34,33,2727,269,36,7.509.468.555,7.127.971.172,5.653.352.261,320,345,337.5,63.58,67.64,87.85,73.02
